,run,name,time,value
533,3,tDistribution,"[ 10001.91834765  10004.13553812  10004.26204779 ... 249996.73107927
 249997.94757192 249998.07754327]",[2.21719047 0.12650967 0.22358604 ... 1.21649265 0.12997135 2.90553015]
534,3,tDistribution,"[ 10001.93163507  10002.10663127  10003.09477246 ... 249998.07898954
 249998.08649556 249999.96781245]",[0.1749962  0.98814119 4.0251137  ... 0.00750601 1.88131689 0.58132819]
535,3,tDistribution,"[ 10001.96541471  10002.25823696  10003.33514813 ... 249996.0535672
 249997.02818087 249997.64094234]",[0.29282225 1.07691117 1.05863742 ... 0.97461367 0.61276147 5.04763149]
536,3,tDistribution,"[ 10001.99060744  10002.28189677  10002.47768145 ... 249995.56552835
 249997.14454461 249999.9345571 ]",[0.29128933 0.19578468 0.0243556  ... 1.57901625 2.79001249 2.27675373]
537,3,tDistribution,"[ 10002.03475112  10004.29610166  10004.60965225 ... 249998.56376774
 249999.06990334 249999.36898491]",[2.26135054 0.31355059 1.00522883 ... 0.5061356  0.29908158 0.68338391]
538,3,tDistribution,"[ 10002.05116333  10003.04397317  10003.05672234 ... 249998.61255608
 249998.85879835 249998.9839477 ]",[0.99280984 0.01274917 0.11412471 ... 0.24624228 0.12514935 1.60879467]
539,3,tDistribution,"[ 10002.23404571  10005.50845413  10006.03374573 ... 249997.30630547
 249999.10693725 249999.30873343]",[3.27440841 0.5252916  0.61834424 ... 1.80063178 0.20179617 0.86994192]
540,3,tDistribution,"[ 10002.23475986  10002.50275843  10003.61017063 ... 249995.60743059
 249996.84119435 249999.8108254 ]",[0.26799857 1.1074122  0.3192134  ... 1.23376376 2.96963106 3.24092961]
541,3,tDistribution,"[ 10002.29476379  10005.14181253  10006.17007342 ... 249996.56869835
 249997.9065326  249998.98043156]",[2.84704874 1.02826089 0.42266715 ... 1.33783425 1.07389896 1.30112414]
550,3,tDistribution,"[ 10002.33575653  10011.39979912  10016.11176241 ... 249993.56540542
 249999.16941015 249999.5413181 ]",[9.06404259 4.71196329 0.25730611 ... 5.60400473 0.37190796 2.42476535]
551,3,tDistribution,"[ 10002.53231918  10002.77170259  10003.93331324 ... 249996.77988248
 249996.87021179 249999.24562948]",[0.23938341 1.16161065 0.81124541 ... 0.09032931 2.37541769 2.59508906]
552,3,tDistribution,"[ 10002.55598231  10002.76367715  10004.11218789 ... 249994.3464159
 249996.09890191 249997.17509107]",[0.20769485 1.34851073 1.60006155 ... 1.75248601 1.07618916 2.95290316]
553,3,tDistribution,"[ 10002.63233112  10004.18626038  10004.51180557 ... 249997.62538064
 249998.27996914 249998.59622753]",[1.55392925 0.3255452  0.06148704 ... 0.6545885  0.31625839 3.03541505]
554,3,tDistribution,"[ 10002.7650294   10003.28743196  10007.26926339 ... 249996.1294745
 249997.42495578 249998.4344492 ]",[0.52240257 3.98183142 0.56899919 ... 1.29548129 1.00949342 2.25805116]
555,3,tDistribution,"[ 10003.41461535  10003.59893382  10004.00936677 ... 249997.30353537
 249997.62180748 249998.09140054]",[0.18431847 0.41043294 1.17776655 ... 0.31827211 0.46959306 2.29251803]
556,3,tDistribution,"[ 10003.42282141  10003.44479323  10006.44226036 ... 249996.8694389
 249998.06651259 249999.71743486]",[0.02197181 2.99746713 0.13702637 ... 1.19707369 1.65092227 1.3003514 ]
557,3,tDistribution,"[ 10003.78602251  10004.04864353  10004.28267034 ... 249998.78193652
 249998.88295888 249999.71903192]",[0.26262102 0.23402681 2.93269392 ... 0.10102236 0.83607303 3.34369079]
558,3,tDistribution,"[ 10004.20900859  10006.36992696  10007.47007476 ... 249997.59208651
 249998.90114638 249999.09357339]",[2.16091837 1.10014781 0.18455066 ... 1.30905987 0.19242701 1.06165735]
559,3,tDistribution,"[ 10004.87077404  10007.36384036  10008.72075054 ... 249997.70783227
 249998.70742813 249998.92874648]",[2.49306632 1.35691018 0.88187437 ... 0.99959586 0.22131835 1.84974496]
432,3,waitingTime,"[ 10000.06565599  10001.66343514  10002.25433347 ... 249997.94900695
 249999.53311317 249999.88602238]",[ 0.0e+00 -1.0e-12 -1.0e-12 ... -4.0e-12 -1.2e-11  0.0e+00]
442,3,waitingTime,"[ 10000.11647917  10000.47010301  10000.89052745 ... 249997.88201669
 249998.90296428 249999.98947468]",[ 0.0e+00  0.0e+00 -1.0e-12 ... -1.4e-11 -4.0e-12  0.0e+00]
448,3,waitingTime,"[ 10000.13792333  10001.96968264  10003.33537985 ... 249997.3436313
 249997.41469764 249997.59289743]",[-1.0e-12  1.0e-12  0.0e+00 ...  1.3e-11  1.0e-11 -1.6e-11]
473,3,waitingTime,"[ 10000.50192208  10001.2117538   10003.56209697 ... 249998.50570233
 249998.64968679 249999.03205182]",[-1.0e-12  0.0e+00 -1.0e-12 ... -1.4e-11  1.2e-11 -6.0e-12]
478,3,waitingTime,"[ 10000.53363444  10000.90354318  10001.56307093 ... 249990.16560779
 249993.33351583 249998.16036719]",[ 3.0e-12  0.0e+00  0.0e+00 ... -5.0e-12  1.3e-11  9.0e-12]
491,3,waitingTime,"[ 10000.79822224  10003.07010746  10003.76273727 ... 249998.04328066
 249998.89118286 249999.67448871]","[ 1.00000000e-12  0.00000000e+00  0.00000000e+00 ...  8.99043357e-03
 -3.00000000e-12 -1.50000000e-11]"
496,3,waitingTime,"[ 10000.83724903  10001.56127487  10002.94824812 ... 249997.4755236
 249998.83861111 249999.06489402]",[-1.0e-12  0.0e+00 -1.0e-12 ...  1.3e-11  3.0e-11 -5.0e-12]
518,3,waitingTime,"[ 10001.3042891   10001.92156947  10003.53871116 ... 249996.0317049
 249999.04661555 249999.77264215]",[-1.0e-12  0.0e+00  0.0e+00 ...  1.1e-11  7.0e-12 -5.0e-12]
543,3,waitingTime,"[ 10002.31697218  10002.3268127   10002.45145636 ... 249997.6808704
 249999.04892919 249999.27239065]",[ 2.0e-12  0.0e+00  0.0e+00 ...  2.0e-12 -1.5e-11 -1.1e-11]
547,3,waitingTime,"[ 10002.32720421  10002.60889162  10003.12879863 ... 249995.90441059
 249996.95451933 249999.83675072]",[0.0e+00 3.0e-12 0.0e+00 ... 7.0e-12 1.4e-11 8.0e-12]
570,4,arrivalTime,"[ 10000.08935711  10000.87431661  10003.00123654 ... 249996.98327616
 249997.77560863 249999.07886839]",[0.7849595  2.12691993 0.04456835 ... 0.79233247 1.30325976 2.0741306 ]
591,4,arrivalTime,"[ 10000.32904845  10000.8219615   10001.64925551 ... 249997.36997372
 249997.69649159 249999.1540785 ]",[0.49291305 0.82729401 2.95948872 ... 0.32651786 1.45758692 2.63300009]
606,4,arrivalTime,"[ 10000.48492579  10002.5114398   10004.08768722 ... 249998.54220384
 249999.50401165 249999.94071977]",[2.026514   1.57624743 3.90240569 ... 0.96180781 0.43670812 0.51081236]
623,4,arrivalTime,"[ 10000.71007207  10002.1019628   10002.22262351 ... 249997.36762299
 249997.6193745  249998.62319503]",[1.39189074 0.12066071 1.0204656  ... 0.25175151 1.00382053 1.81217892]
633,4,arrivalTime,"[ 10000.77090431  10001.04332089  10001.55348393 ... 249996.69308539
 249997.07081202 249997.67509908]",[0.27241658 0.51016304 0.27294061 ... 0.37772663 0.60428706 2.62020574]
653,4,arrivalTime,"[ 10001.09935994  10002.47483489  10003.33182678 ... 249996.94645051
 249997.40820694 249999.23819196]",[1.37547496 0.85699188 1.10285267 ... 0.46175642 1.82998503 2.27641612]
658,4,arrivalTime,"[ 10001.20518704  10004.61722894  10005.36420259 ... 249995.86939376
 249996.18416195 249999.31825851]",[3.4120419  0.74697365 0.28522195 ... 0.31476819 3.13409656 1.70731086]
672,4,arrivalTime,"[ 10001.45183503  10001.50772221  10001.61723283 ... 249994.27607552
 249995.12530281 249996.61938755]",[0.05588718 0.10951062 0.79210437 ... 0.84922728 1.49408474 4.65647716]
679,4,arrivalTime,"[ 10001.60420436  10002.50341666  10007.10110853 ... 249998.85421044
 249999.39963493 249999.42808525]",[0.8992123  4.59769187 0.31779708 ... 0.54542449 0.02845032 0.68533695]
692,4,arrivalTime,"[ 10002.61878472  10002.6785055   10002.99664353 ... 249998.38055854
 249999.12926708 249999.71803074]",[0.05972078 0.31813803 1.92416616 ... 0.74870853 0.58876367 0.38953976]
573,4,responseTime,"[ 10000.08935711  10000.87431661  10003.00123654 ... 249996.98327616
 249997.77560863 249999.07886839]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
594,4,responseTime,"[ 10000.32904845  10000.8219615   10001.64925551 ... 249997.36997372
 249997.69649159 249999.1540785 ]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
609,4,responseTime,"[ 10000.48492579  10002.5114398   10004.08768722 ... 249998.54220384
 249999.50401165 249999.94071977]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
626,4,responseTime,"[ 10000.71007207  10002.1019628   10002.22262351 ... 249997.36762299
 249997.6193745  249998.62319503]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
636,4,responseTime,"[ 10000.77090431  10001.04332089  10001.55348393 ... 249996.69308539
 249997.07081202 249997.67509908]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
656,4,responseTime,"[ 10001.09935994  10002.47483489  10003.33182678 ... 249996.94645051
 249997.40820694 249999.23819196]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
661,4,responseTime,"[ 10001.20518704  10004.61722894  10005.36420259 ... 249995.86939376
 249996.18416195 249999.31825851]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
675,4,responseTime,"[ 10001.45183503  10001.50772221  10001.61723283 ... 249994.27607552
 249995.12530281 249996.61938755]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
682,4,responseTime,"[ 10001.60420436  10002.50341666  10007.10110853 ... 249998.85421044
 249999.39963493 249999.42808525]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
695,4,responseTime,"[ 10002.61878472  10002.6785055   10002.99664353 ... 249998.38055854
 249999.12926708 249999.71803074]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
572,4,serviceTime,"[ 10000.08935711  10000.87431661  10003.00123654 ... 249996.98327616
 249997.77560863 249999.07886839]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
593,4,serviceTime,"[ 10000.32904845  10000.8219615   10001.64925551 ... 249997.36997372
 249997.69649159 249999.1540785 ]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
608,4,serviceTime,"[ 10000.48492579  10002.5114398   10004.08768722 ... 249998.54220384
 249999.50401165 249999.94071977]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
625,4,serviceTime,"[ 10000.71007207  10002.1019628   10002.22262351 ... 249997.36762299
 249997.6193745  249998.62319503]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
635,4,serviceTime,"[ 10000.77090431  10001.04332089  10001.55348393 ... 249996.69308539
 249997.07081202 249997.67509908]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
655,4,serviceTime,"[ 10001.09935994  10002.47483489  10003.33182678 ... 249996.94645051
 249997.40820694 249999.23819196]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
660,4,serviceTime,"[ 10001.20518704  10004.61722894  10005.36420259 ... 249995.86939376
 249996.18416195 249999.31825851]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
674,4,serviceTime,"[ 10001.45183503  10001.50772221  10001.61723283 ... 249994.27607552
 249995.12530281 249996.61938755]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
681,4,serviceTime,"[ 10001.60420436  10002.50341666  10007.10110853 ... 249998.85421044
 249999.39963493 249999.42808525]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
694,4,serviceTime,"[ 10002.61878472  10002.6785055   10002.99664353 ... 249998.38055854
 249999.12926708 249999.71803074]",[0.00777778 0.00777778 0.00777778 ... 0.00777778 0.00777778 0.00777778]
560,4,tDistribution,"[ 10000.00896059  10000.78241812  10001.15599771 ... 249998.28941305
 249998.8180655  249998.82638488]",[0.77345753 0.37357959 0.84258425 ... 0.52865245 0.00831938 1.25898267]
561,4,tDistribution,"[ 10000.01892254  10002.37350268  10003.179978   ... 249995.43379148
 249997.43733793 249999.20751588]",[2.35458014 0.80647532 0.34202989 ... 2.00354645 1.77017795 1.17708388]
562,4,tDistribution,"[ 10000.02322792  10001.26985338  10003.63909553 ... 249996.41508083
 249999.58727099 249999.84791483]",[1.24662547 2.36924214 1.19725691 ... 3.17219016 0.26064384 0.48766407]
563,4,tDistribution,"[ 10000.03697128  10002.2311725   10003.50422166 ... 249996.9991471
 249997.15500687 249999.14184359]",[2.19420122 1.27304916 0.11052068 ... 0.15585978 1.98683672 2.29782856]
564,4,tDistribution,"[ 10000.03719552  10001.28486543  10001.4130633  ... 249994.85508152
 249995.54619048 249997.94511803]",[1.24766991 0.12819787 1.60914322 ... 0.69110896 2.39892755 2.3188522 ]
565,4,tDistribution,"[ 10000.03940886  10000.32883347  10001.03220035 ... 249998.66301459
 249999.92193668 249999.98235726]",[0.2894246  0.70336689 2.8987195  ... 1.25892208 0.06042058 1.12452117]
566,4,tDistribution,"[ 10000.06742687  10001.67413911  10004.63401935 ... 249997.74528581
 249998.67009248 249999.14157643]",[1.60671224 2.95988024 0.1198214  ... 0.92480667 0.47148394 0.8867629 ]
567,4,tDistribution,"[ 10000.07596133  10000.52742835  10001.32085159 ... 249999.01442873
 249999.67557265 249999.8757427 ]",[0.45146702 0.79342323 2.80767966 ... 0.66114392 0.20017005 2.01595917]
568,4,tDistribution,"[ 10000.08182719  10000.28561953  10001.85734877 ... 249992.77980324
 249996.53345539 249998.59749083]",[0.20379234 1.57172924 0.98515556 ... 3.75365215 2.06403544 2.28728763]
569,4,tDistribution,"[ 10000.085854    10001.43176595  10001.47385386 ... 249998.28332241
 249998.30778195 249999.9748724 ]",[1.34591194 0.04208792 0.65008057 ... 0.02445954 1.66709046 2.90516922]
574,4,tDistribution,"[ 10000.08945817  10000.57425453  10000.58967864 ... 249994.68068649
 249996.42298011 249996.57719852]",[0.48479636 0.01542411 0.91997162 ... 1.74229362 0.15421841 3.69521539]
575,4,tDistribution,"[ 10000.08979867  10000.7426496   10000.98669641 ... 249994.01515785
 249996.39121558 249999.02131478]",[0.65285093 0.24404681 1.50048137 ... 2.37605773 2.63009921 1.83073101]
576,4,tDistribution,"[ 10000.09533722  10000.46834931  10000.65777589 ... 249996.17868192
 249998.58949225 249999.38011744]",[0.37301209 0.18942658 1.54092072 ... 2.41081033 0.79062519 6.24360365]
577,4,tDistribution,"[ 10000.0968246   10000.26371469  10000.33246175 ... 249997.10955471
 249997.85432075 249997.94069644]",[0.16689009 0.06874706 0.36249391 ... 0.74476605 0.08637569 4.51783425]
578,4,tDistribution,"[ 10000.09690192  10000.69515261  10001.04356295 ... 249998.38257382
 249999.1360874  249999.8847062 ]",[0.59825069 0.34841034 0.38097898 ... 0.75351358 0.7486188  0.34991779]
579,4,tDistribution,"[ 10000.1034209   10001.47636887  10002.09101434 ... 249996.83722576
 249997.04875951 249997.38911132]",[1.37294797 0.61464547 0.38613635 ... 0.21153375 0.34035181 4.24495596]
580,4,tDistribution,"[ 10000.11882204  10000.45488358  10000.47171861 ... 249996.68032651
 249998.06963479 249999.37584859]",[0.33606154 0.01683503 1.16527835 ... 1.38930828 1.3062138  0.83824432]
581,4,tDistribution,"[ 10000.15454363  10001.69451275  10001.72114139 ... 249998.04061418
 249998.17107402 249998.26577792]",[1.53996912 0.02662864 1.46614186 ... 0.13045984 0.0947039  3.40233865]
582,4,tDistribution,"[ 10000.15779195  10002.40945661  10004.4905955  ... 249998.47968199
 249999.07008398 249999.15186165]",[2.25166466 2.08113889 0.93512432 ... 0.590402   0.08177766 3.40320424]
583,4,tDistribution,"[ 10000.16545438  10000.54589415  10002.30655551 ... 249996.58558131
 249997.58018972 249998.21942204]",[0.38043976 1.76066137 0.02778539 ... 0.9946084  0.63923232 2.44465494]
584,4,tDistribution,"[ 10000.1783894   10001.0551855   10001.82910345 ... 249998.16041988
 249999.62596179 249999.65496241]",[0.8767961  0.77391796 0.21544458 ... 1.46554191 0.02900062 0.78606672]
585,4,tDistribution,"[ 10000.18424755  10001.3066435   10001.81602045 ... 249997.67633116
 249998.145361   249999.02029905]",[1.12239594 0.50937695 0.4959121  ... 0.46902984 0.87493805 2.73377428]
586,4,tDistribution,"[ 10000.20123708  10000.80824144  10001.50263375 ... 249997.12992935
 249998.78883531 249999.08409954]",[0.60700437 0.6943923  0.54666302 ... 1.65890596 0.29526423 0.94272073]
587,4,tDistribution,"[ 10000.2043936   10000.86701344  10001.70363306 ... 249994.99813183
 249996.15797391 249999.47126454]",[0.66261984 0.83661962 0.57250009 ... 1.15984207 3.31329063 1.52780302]
588,4,tDistribution,"[ 10000.21748761  10000.46572822  10000.72837985 ... 249996.53542569
 249997.90822199 249999.20205537]",[0.24824061 0.26265163 0.36793688 ... 1.3727963  1.29383338 0.91908113]
589,4,tDistribution,"[ 10000.23658552  10000.63273335  10000.65628138 ... 249996.5278953
 249997.3683964  249999.73753593]",[0.39614783 0.02354802 2.15809563 ... 0.84050109 2.36913953 2.12169291]
590,4,tDistribution,"[ 10000.3272432   10001.4527876   10002.40825173 ... 249997.68130299
 249998.42985165 249999.75427507]",[1.1255444  0.95546413 0.13137272 ... 0.74854866 1.32442342 0.46256051]
595,4,tDistribution,"[ 10000.33937016  10001.04179494  10001.20068297 ... 249995.4726213
 249995.62295307 249996.6016946 ]",[0.70242478 0.15888804 0.69853121 ... 0.15033178 0.97874153 3.45032554]
596,4,tDistribution,"[ 10000.34550387  10001.72711214  10002.13157424 ... 249998.56767844
 249999.5352144  249999.77386094]",[1.38160827 0.4044621  0.81068206 ... 0.96753596 0.23864654 1.05081115]
597,4,tDistribution,"[ 10000.35099351  10001.50319672  10002.00673902 ... 249996.99607654
 249997.15756487 249999.12187547]",[1.15220321 0.5035423  3.62572132 ... 0.16148833 1.96431061 1.84903971]
598,4,tDistribution,"[ 10000.35112503  10001.18112975  10001.52832385 ... 249998.62354136
 249999.46937085 249999.67593327]",[0.83000472 0.3471941  0.93018107 ... 0.84582949 0.20656241 0.72295217]
599,4,tDistribution,"[ 10000.35942295  10001.71022019  10005.64788305 ... 249997.08737325
 249998.48592525 249998.85729288]",[1.35079724 3.93766286 1.20946889 ... 1.398552   0.37136762 1.6881214 ]
600,4,tDistribution,"[ 10000.36800553  10002.4146453   10002.50267828 ... 249997.55311231
 249997.8005176  249998.19180848]",[2.04663977 0.08803298 2.9026554  ... 0.24740529 0.39129088 1.81101023]
601,4,tDistribution,"[ 10000.38278846  10003.02186384  10003.32734421 ... 249999.62815053
 249999.76232135 249999.87540634]","[2.63907539e+00 3.05480370e-01 8.45348274e-04 ... 1.34170821e-01
 1.13084993e-01 1.78195011e+00]"
602,4,tDistribution,"[ 10000.42490783  10000.54547751  10001.34645085 ... 249996.38372186
 249996.90250003 249997.47555287]",[0.12056967 0.80097334 0.85209125 ... 0.51877817 0.57305283 3.05129088]
603,4,tDistribution,"[ 10000.45850759  10000.70082646  10000.70505752 ... 249996.49823316
 249996.78940774 249997.00679711]",[0.24231887 0.00423106 1.0252775  ... 0.29117459 0.21738936 3.80138215]
604,4,tDistribution,"[ 10000.46823208  10002.24973629  10002.5357622  ... 249996.86846215
 249997.6221891  249999.81235243]",[1.7815042  0.28602591 1.34724532 ... 0.75372695 2.19016333 1.06595185]
605,4,tDistribution,"[ 10000.48217869  10002.82211451  10004.31396221 ... 249998.82793191
 249999.03976921 249999.18162828]",[2.33993581 1.4918477  0.08063987 ... 0.2118373  0.14185907 1.12941888]
610,4,tDistribution,"[ 10000.51270413  10001.10539036  10004.07940426 ... 249992.27803829
 249993.38522189 249999.10006104]",[0.59268623 2.9740139  0.42313012 ... 1.1071836  5.71483915 2.21973733]
611,4,tDistribution,"[ 10000.52737539  10003.55245829  10003.69497242 ... 249998.12202807
 249998.15071423 249999.91910637]",[3.0250829  0.14251413 1.17816873 ... 0.02868616 1.76839214 0.87707421]
612,4,tDistribution,"[ 10000.54499152  10000.88814568  10001.03327111 ... 249998.39037409
 249998.76109957 249998.87310283]",[0.34315416 0.14512543 1.6614375  ... 0.37072549 0.11200326 1.37244576]
613,4,tDistribution,"[ 10000.56010159  10001.25123638  10001.72491732 ... 249996.45850754
 249996.78643326 249998.93970355]",[0.69113479 0.47368094 0.18889715 ... 0.32792572 2.15327029 3.40114396]
614,4,tDistribution,"[ 10000.62601852  10001.24494473  10001.43841555 ... 249998.2198985
 249998.32594671 249999.24975154]",[0.61892621 0.19347082 0.02399442 ... 0.10604821 0.92380483 0.96552389]
615,4,tDistribution,"[ 10000.64213175  10000.69918965  10000.90924967 ... 249997.04186107
 249998.33316537 249998.691203  ]",[0.0570579  0.21006002 0.14158684 ... 1.29130429 0.35803763 4.50300156]
616,4,tDistribution,"[ 10000.65194691  10001.02218869  10001.5916038  ... 249994.37224646
 249996.84645103 249998.88497818]",[0.37024178 0.56941511 1.82848763 ... 2.47420457 2.03852715 4.20221706]
617,4,tDistribution,"[ 10000.65770665  10001.91749382  10003.33827012 ... 249994.41729774
 249994.69685686 249997.58845737]",[1.25978717 1.42077629 0.081466   ... 0.27955913 2.89160051 3.18168848]
618,4,tDistribution,"[ 10000.68659384  10001.00461262  10001.14423379 ... 249996.11368496
 249998.5801655  249999.85094367]",[0.31801877 0.13962118 0.85325233 ... 2.46648054 1.27077817 2.4813256 ]
619,4,tDistribution,"[ 10000.69706558  10000.94506188  10001.47343602 ... 249996.61612439
 249999.13546691 249999.15397138]",[0.24799631 0.52837414 1.65800151 ... 2.51934252 0.01850447 1.19664302]
620,4,tDistribution,"[ 10000.69707761  10001.41001804  10002.0685349  ... 249997.73064339
 249998.63722692 249999.6053066 ]",[0.71294044 0.65851686 0.12993503 ... 0.90658353 0.96807969 0.43398035]
621,4,tDistribution,"[ 10000.70148602  10000.8712285   10002.3443808  ... 249997.86922536
 249998.10738901 249998.50553601]",[0.16974248 1.47315231 0.40500743 ... 0.23816365 0.39814699 2.05590826]
622,4,tDistribution,"[ 10000.70202003  10002.51000754  10002.63051793 ... 249996.88241596
 249997.12684504 249998.01321714]",[1.80798751 0.12051039 0.8694464  ... 0.24442908 0.8863721  2.68662161]
627,4,tDistribution,"[ 10000.72327202  10001.4668114   10002.03476067 ... 249998.82498241
 249998.83254926 249999.52357574]",[0.74353938 0.56794927 2.74674994 ... 0.00756685 0.69102648 0.56368637]
628,4,tDistribution,"[ 10000.72384108  10002.39586186  10003.54990781 ... 249999.68708698
 249999.70004254 249999.8486789 ]",[1.67202078 1.15404594 0.19889073 ... 0.01295557 0.14863635 1.02899911]
629,4,tDistribution,"[ 10000.75510625  10000.78021554  10002.98560267 ... 249997.20201954
 249998.57589888 249998.65237755]",[0.0251093  2.20538712 1.29471382 ... 1.37387934 0.07647867 2.10201173]
630,4,tDistribution,"[ 10000.75755999  10001.86666273  10002.1349327  ... 249996.46676874
 249998.47426015 249999.29649929]",[1.10910274 0.26826998 1.10512937 ... 2.0074914  0.82223914 3.8142329 ]
631,4,tDistribution,"[ 10000.76547796  10000.87302456  10001.13519718 ... 249994.0837965
 249994.19537767 249998.77452419]",[0.10754661 0.26217261 0.11901756 ... 0.11158117 4.57914653 1.39265464]
632,4,tDistribution,"[ 10000.7667068   10002.37877942  10002.44135498 ... 249998.45827168
 249999.36881901 249999.9811258 ]",[1.61207262 0.06257556 1.01619968 ... 0.91054733 0.61230679 0.86956882]
637,4,tDistribution,"[ 10000.77621539  10001.29078469  10004.72444465 ... 249997.70754539
 249998.56561577 249999.86805645]",[0.5145693  3.43365996 3.41756716 ... 0.85807038 1.30244068 1.46568541]
638,4,tDistribution,"[ 10000.79345788  10005.42684556  10005.56349199 ... 249999.12298076
 249999.15972412 249999.50259492]",[4.63338768 0.13664643 0.10609336 ... 0.03674337 0.3428708  0.82318021]
639,4,tDistribution,"[ 10000.82131451  10000.99292175  10001.32008104 ... 249999.20077839
 249999.28720196 249999.69957475]",[0.17160724 0.32715929 0.6261251  ... 0.08642358 0.41237279 0.4433629 ]
640,4,tDistribution,"[ 10000.84402601  10001.75589188  10004.33491566 ... 249997.39365818
 249998.81440376 249999.98629345]",[0.91186587 2.57902378 0.62524549 ... 1.42074558 1.17188968 1.90634107]
641,4,tDistribution,"[ 10000.85249515  10001.36931299  10001.87275644 ... 249995.38610115
 249998.47477388 249999.08218392]",[0.51681784 0.50344345 1.25641731 ... 3.08867273 0.60741004 1.11804441]
642,4,tDistribution,"[ 10000.85802816  10001.51640606  10001.75058617 ... 249998.6760451
 249998.80065904 249999.89305501]",[0.6583779  0.2341801  1.00720044 ... 0.12461393 1.09239597 1.28238711]
643,4,tDistribution,"[ 10000.87530417  10000.95593533  10001.34123303 ... 249995.23830884
 249997.5720275  249998.2198995 ]",[0.08063116 0.3852977  1.87069929 ... 2.33371866 0.647872   1.96207465]
644,4,tDistribution,"[ 10000.90048868  10001.72501462  10002.81554686 ... 249997.21243816
 249997.98561903 249999.3132918 ]",[0.82452593 1.09053224 0.01265442 ... 0.77318087 1.32767277 1.36828005]
645,4,tDistribution,"[ 10000.91701065  10002.34620783  10003.30935989 ... 249996.37509458
 249997.22084973 249999.68710401]",[1.42919718 0.96315207 0.20637553 ... 0.84575515 2.46625429 0.39249483]
646,4,tDistribution,"[ 10000.94296249  10001.91521275  10002.09870328 ... 249997.48355884
 249997.60946216 249997.98870677]",[0.97225027 0.18349052 0.41236679 ... 0.12590332 0.37924461 2.68060055]
647,4,tDistribution,"[ 10000.97162487  10001.33048605  10002.54937838 ... 249997.13531834
 249998.10769776 249999.21692322]",[0.35886118 1.21889233 0.35030144 ... 0.97237942 1.10922546 0.93258938]
648,4,tDistribution,"[ 10000.97195588  10001.01516274  10001.49032034 ... 249998.12909815
 249998.17208912 249998.65076366]",[0.04320685 0.4751576  0.22041206 ... 0.04299097 0.47867453 2.34289333]
649,4,tDistribution,"[ 10000.99243258  10002.92155799  10006.95167647 ... 249995.46754034
 249996.62641104 249996.85894943]",[1.92912541 4.03011847 0.14967315 ... 1.1588707  0.23253839 5.35339352]
650,4,tDistribution,"[ 10001.02586745  10001.30843186  10001.40927042 ... 249996.87984911
 249997.17520958 249998.67408283]",[0.28256441 0.10083856 0.14960184 ... 0.29536046 1.49887326 1.54530818]
651,4,tDistribution,"[ 10001.04351723  10002.61924066  10002.66497411 ... 249995.36789107
 249996.34543499 249998.38381747]",[1.57572343 0.04573346 0.22811702 ... 0.97754392 2.03838247 1.80032198]
652,4,tDistribution,"[ 10001.07165526  10001.23639879  10002.44349054 ... 249994.01677857
 249996.1301574  249998.10754772]",[0.16474353 1.20709176 0.62538066 ... 2.11337883 1.97739032 3.83416196]
657,4,tDistribution,"[ 10001.11915253  10002.31596012  10004.01423105 ... 249995.55803998
 249996.17587923 249996.39361339]",[1.19680758 1.69827093 0.33995452 ... 0.61783925 0.21773416 4.81397003]
662,4,tDistribution,"[ 10001.21363063  10001.30644076  10001.35933684 ... 249997.78828977
 249997.92274788 249998.49239237]",[0.09281013 0.05289607 0.03363102 ... 0.13445811 0.56964449 1.87938284]
663,4,tDistribution,"[ 10001.24222896  10001.50175016  10001.64814372 ... 249998.67421431
 249999.45985456 249999.95868849]",[0.25952119 0.14639357 2.27847828 ... 0.78564026 0.49883393 0.49634531]
